text,true_label,predicted_label
trey goudy... a very bright single light in a very scarry dark washington dc,1,0
"why this criminal in the white house, who has ignored laws and the constitution, has not been impeached only shows that lack of moral fiber in all of washington.",1,1
i agree with only an across the board fair tax as well!,1,0
thune is a constitutionalist.,1,1
both rubio and cruz would be a disaster.,1,1
he hates this country and is all about destroying this great nation!,1,1
"if you vote with senator harry reid, it's time to resign.",1,1
defund obamacare for 2013.,1,1
we join all in prayer for families,1,0
i agree we should have been back to the moon long ago.,1,0
"with you, rand paul!!!",1,1
already had one amnesty fiasco with reagan now with unemployment will just add the extra burden of already bloated unemployment also not to mention the * tax breaks that obama care will be here,1,1
yep jerry moran has an a rating from the nra which means he plays nicely and supports what they want him to and they line his campaign pockets with blood money.,1,1
sensible republicans like marco rubio should throw their support behind johnson / weld rather than holding their noses and supporting trump.,1,0
obamacare is a death sentence for anyone with a pre-existing condition like myself.,1,1
you could resign and give the people of idaho a chance to thrive.,1,1
7. sign an executive order overturning anything this administration has done while in office 8. prohibit czars.,1,1
happy thanksgiving to you too trey & your family.,1,0
that voice is rand paul.,1,1
no obama appointee.,1,1
i would rather our elected officials be honest even if its not the answer we want to hear.,1,0
its time to stand with the american constitution.,1,1
let god lead you in the decisions for this country!,1,0
# repeal obamacare pledge # repeal it now,1,1
@ lamar.... no worries... i am sure the nsa will forward all posts.,1,1
i think everyone in congress needs fired,1,0
"the problem is that the obama regime considers christians who believe in the constitution, support the 1st & 2nd amendment and disagree with lord obama's progressive / neo-marxist agenda are ""domestic terrorists""!",1,1
remember georgians never forget!,1,1
fully on board with getting more branch specific judges.,1,1
polished speaker or not truth is truth and all media is distraction anyways!,1,0
"with said, mr. mccain.",1,1
let them own obamacare lock stock and failure.,1,1
hmmm.scary if you ask me.could be he is part of gods plan to bring america in line with a one world government!,1,1
tell them to have the testicular fortitude to vote against amnesty.,1,1
"tom,... yuno that they (donkeeys & elephantos) all are big liars!",1,0
"even better, eliminate taxes and let the government survive on donations and bake sales (that will definitely reign in the things it does, eh?).",1,1
ans john - why would the president not have to cook in the middle of a nuclear holocaust on board marine one?.,1,1
no matter what we need to stick to our conservative beliefs.,1,1
hope you enjoy the little time you have left!,1,1
and..... stop giving illegals free stuff from our pockets!!!!!!!!!!!!!!!!!!!!!!!,1,1
have to agree with johnny on this,1,1
properly vetting anyone he nominates is likewise a constitutional obligation of the senate.,1,0
reagan he had the guts to face the russians,1,1
"it's a very subtle violation but you have clearly abondoned the conservative movement, for what?",1,1
"no law, no legislation will fix it.",1,1
"senator paul, i had all but given up on the u.s. government.",1,1
"the american people are the ones who vote and they overwhelmingly, overwhelmingly voted for president obama, so you will have to accept that.",1,0
what kind of trade goods does cuba have that america would ever want?,1,0
he and his close advisors should all be impeached & take away his executive order pad right away too!,1,1
only ted cruz and a few others seem willing to fight for conservatives these days.,1,1
when did obama get his u.s. citizenship back after he became an indonesian citizen?,1,0
wouldn't watch fox news?,1,1
yall went from.a 20 mill vaca to.40 mill.. yall r idiots,1,1
is the issue that epa is stepping on people's right to privacy?,1,0
"we must remember and live the words of president reagan regarding the soviet union, ""trust but verify.""",1,1
we are praying for your family and your precious unborn child.,1,0
the time of sitting on the fence is over.,1,1
i favor gaining intel at any cost to our enemies that saves our country.,1,1
god bless you and may god bless the united states of america!,1,0
remember slavery was under the u.s. flag and the csa flag.,1,1
"you are a precious person, johnny.",1,0
coffman is one of the biggest teaparty obstructionist in congress.,1,1
should have began a long time ago!,1,0
no surprises with the failed obama agenda.,1,0
hey i'm all for a flat tax... 10-15% & 3 / 4 majority vote in congress to increase.then a balanced budget amendment tied to gdp... remove all deductions & fire the irs... sounds fair!,1,1
well put and now we need put clinton in jail,1,1
"even the few he does answer, nothing happens.",1,1
# worstresponders support first responders!,1,1
"i know it's not easy working with committees, rinos, democrats, and the president.",1,1
we didn't win 2 world wars by being nice and inviting our enemies to dinner!,1,1
"why has obama not been impeached, i place the blame on the republican controlled collective up there.... i am a very angry, disappointed republican.",1,1
no longer supporting gop since they are going to tax and spend like the dems.,1,0
"no no no... it is their civil war, and we are funding the bad guys!",1,1
"you should represent your constituents, listen to your constituents, we don't support betsy devos!!!!",1,0
do you ever watch c span or cnn david?,1,0
"both libs and conservatives use these ventures to pay themselves, sometimes, six-figure salaries at taxpayer expense.",1,1
"either way, you are making a big mistake and you need to reconsider.",1,0
we have to put it behind us now and finally do the right things to right this country again!,1,0
may god give you and your family the best year ever in 2016!,1,0
no where in the constitution is there a provision for any branch to relinquish any of it powers to another branch.,1,1
"not trying to be negative here but please explain a few things... you say no one is above the law, not even the president.",1,0
start impeaching the current so-called president!!,1,1
the pres is going to play his own game to his own rules.,1,1
stand on your principles because they represent ours.,1,0
obama is the same obama that has been not working with anyone except appointing his own czars the last four years.,1,0
unqualified,1,1
the republican party should pack up and go home as the illegals will expand the democrats base until you cant get elected.,1,0
"mission statement to see that our elected officials reinstate, protect, defend, and adhere to the constitution of the united states of america the save america foundation's 3 pillars: education strategic alliances implementation © 2013 save america foundation.",1,1
"republicans should be ashamed of what they have done to our children's future, and the future of our country!",1,0
"i'm a lifelong conservative, but i am no longer concerned about the gop - 2016 is going to be eye opening to many career politicians.",1,1
obamacare is a prime example of how he dictates and does not lead.,1,0
then i read another link.. obama wants amnesty for 100 million muslim terrorists living in the u.s. before he leaves office..!,1,1
"congressman jim bridenstine wrote: ""this isn't just a problem with obamacare.",1,1
"he wants entitlements for the majority, and the hard working people who get up every morning and make their money, he wants to give it to his liberal cattle as well, this so called president has to go!!!!",1,1
call congressman vern buchanan's office and tell him you don't want to interfere in syria!,1,1
"there should be more trey gowdy's and fewer of the others, too many to name.",1,1
we do not support devos.,1,1
"you're backed by a lot of folks tim, and we stand with you..... keep it up!",1,0
"no amnesty, the economy.",1,1
"before you come out with an alternate you better repeal whats on the table, first",1,1
"if we don't coddle our students, we sure can't be expected to coddle devos.",1,1
can't the people on the hill see what obama is doing to america?,1,0
"also congressman massie, seeing how your from ky. i've seen where south carolina is banning oboma care because of it being unconstitutional to force someone to buy anything.",1,1
"57% of the american people have spoken, we don't want obamacare.",1,1
no path to citizenship for anyone or their decendents who came here illegally- period!,1,1
we need to impeach the s.o.b.,1,1
"as actors and actresses go, she will never compare with ronald reagan as a politician.",1,1
my rinos sold me out.,1,1
"sorry you were treated like a common criminal in nashville, tn.",1,0
"elise this isn't going to go away, if anything it's going to snowball.",1,0
"hopefully, you will reconsider your position and vote no to cloture.",1,0
"wonder if it is such a ""big business"" in a socialized system.",1,0
ditto tim and diane.,1,1
why no impeachment yet?,1,1
if you are for illegal amnesty you will lose.,1,1
"doug, this just says that you don't want or have the guts to stand up to our synodical president, much less read his document and view his testemony before the house of representatives today.",1,1
"this muslim president is destroying america each day that passes, this kenyan lunatic is driving america deeper into debt.. 18 trillion and counting.. and while he cuts the military, he raises taxes on the middle class and then gives our tax money by the billions to islamist....",1,1
he's the president he should be bringing parties together not further apart.,1,0
"""our"" flag is a disgrace its a symbol of tyranny within its own borders and nothing more let them burn it chances are that flag was made in china anyway.",1,1
tell it like it is tim.,1,1
"stop playing games, your making our republican forefathers turn in their graves.",1,1
and many have called me an idiot for calling him out about wanting to make america a third world country... i agree mia.,1,1
"http: / / www.forbes.com / sites / energysource / 2013 / 05 / 10 / pipe-dreams-how-many-jobs-will-be-created-by-keystone-xl / veto the bill, president obama.",1,1
congress needs to be able to make and enforce the laws.,1,0
"while obama is continually campaigning to disarm the law abiding citizens of our country he is now campaigning to ""upgrade"" the fighting capacity of our enemies.",1,1
i like rand paul (his dad too),1,1
he has proven over and over that he is not capable of leading the united states of america!,1,1
conservative estimates have shown that more than $3 billion in annual revenue can be raised by licensing and regulating internet poker.,1,1
it's not about healthcare it's about the communist trojan horse that is obamacare,1,1
"senator portman, i request a no vote from you in regards to besty devos.",1,0
prayers for you mr. scott during this difficult time as well & our police & emergency workers.,1,0
"we had a pretty good chunk put back for our daughter's college, then my husband's job got obamaized at the same time i got slammed flat on my back for a year.",1,0
we need honest men like you in the republican party.,1,1
"from the washington times today: u.s. debt jumped a record $328 billion on thursday, the first day the federal government was able to borrow money under the deal president obama and congress sealed this week.",1,1
"stop them, marsha!",1,1
"lindsey, wtf were you thinking?",1,1
- devos has no practical experience in education.,1,1
holder should be hung from a tall tree,1,1
the 17 republicans who voted to pass the bill: lamar alexander (tenn.) kelly ayotte (n.h.) roy blunt (mo.),1,1
thanks for your beliefs and the willingness to do what it takes to support those beliefs! stand fast against mccain and any other turn coat republicans.we can take this country back if we stick together!,1,0
"voting for any body but you johnny, you just screwed the pouch with this vote, count them sixteen votes from this family.",1,1
it the people choice but it seem to be that the government does not care about the people any more just them self.,1,0
please how can we conservatives stop this corrupt congress we have today??,1,1
can't defeat lawlessness with the law.,1,0
here are the facts... ted cruz cites 2 things he said that qualifies him for potus.,1,1
i don't know what mike lee ever did to him!,1,1
we need to pass a law eliminating executive orders.,1,1
i pray that your employers send you home.,1,1
well something different he finally stopped blaming george bush!,1,1
defund obamacare or lose you seat!,1,1
"yes, obama, senator graham has more questions and we demand truthful answers.",1,1
"congressman massie, i believe the kentucky legislature absolutely has a duty to meet to ensure the states laws are in compliance with the court rulings.",1,1
betsey devos is vastly unqualified.,1,1
you and your colleagues were elected to insure this administration is kept transparent but also that it be held in check---do what you were elected to do----quit talking bring action!!,1,0
"senator mccain, you listed no az pork.",1,1
why hasn't the repulican elected officials done absolutely nothing since getting elected?,1,1
let the govt stay shut down.,1,1
"if you can't get behind the american voters, then you don't deserve your position.",1,0
you blew it with the public when you jumped on rubio's train and you still ain't accomplished anything since you have been elected that's the problem with folk with a lot of bark with no bite!!!,1,1
"appreciate your comment, praying is the only answer to our problems.",1,0
no raise in gas tax and you may be on the right track...,1,1
you are absolutely worthless.,1,0
what would usa do without you mr. gowdy?,1,1
i pray gods will be done,1,0
congressman yoho will fight for what's right.,1,1
"congressman doug lamborn yet again you want to go gun grabbing, again there is a psychotropic drug connected with the shooter, not to mention thousands of other violent crimes.",1,1
sen. paul's august 28 statement pretty much reflects my view on the situation.,1,1
the federal government should keep their incompetent hands off the internet!,1,1
something inside you trey is so refreshing and hope giving.,1,0
qe2 or what ever he wants to call it is still going to bring on inflation and ruin the dollar.,1,1
congrats from georgia.,1,0
"vern... i believe that it is time for you to make a larger stand for the great state of florida.... congress is good, however i believe that a senate seat is the way to go!",1,1
"obama has no intention of cutting spending, that's a fact and he has proven it.",1,0
it is time for a vote on a clean cr to reopen the entire government.,1,0
he is not a christian because no christian would ever behave the way he does.,1,1
"i think republicians have done everything they can under the cirmstances,, at least they have tried to be fair and give we the people freedom and freedom of choice without being spyed on, this.",1,1
did i say any would moran.,1,0
our white house has a tyrant sitting in it who believes and acts as though he is a king rather than the president of a constitutional republic.,1,1
we have worked hard to bring our tax bracket up and make more for our family but now we make too much to get help paying for our insurance.,1,1
very disappointed in paul ryan and rubio,1,0
being here illegal is breaking the law.,1,1
the senators in va listen to no one but barry,1,1
"you and the other ""establishment"" republicans should have been on board after the primary.",1,1
"so far, the obama job creation has been either government expansion jobs or low end jobs!",1,0
there should be no debate.,1,1
obama has shown he is a traitor by telling our un reps to vote on the iran deal before congress had voted on it.,1,0
quit talking and get the impeachment started!,1,1
tom richardson: obamacare leaves 30 million uninsured.,1,0
"unlike some, i don't mind if rand endorsed romney because rand hasn't seemed to betray his convictions by agreeing with everything romney does.",1,0
you should have been a real republican and supported trump.,1,1
a rarity in washington d.c.,1,0
"the gop establishment is going through the phase of resistance... as dr. carson wrote in his book ""america the beautiful"", comparing old and new tea parties.",1,1
why couldn't gowdy have had enough courage to say that today!!,1,1
and obama wants to raise taxes on the bigger corporate well we will be the ones that are really paying it.,1,0
time to vote mccain out of office for a young democrat who will actually work for the people.,1,0
best wishes dr. paul,1,0
"rand paul, stop obama.",1,1
good job tim scott,1,1
there is obviously a consensus here that devos is the worst possible candidate for this position.,1,1
get over it lindsey how much money do you have and do you use obamacare tell the people the truth,1,1
"yes, the unconstitutional executive order and that needs to stop at all cost!",1,0
well put trey!!,1,0
"dear senator tillis, great you are praying.",1,0
merry christmas to you and yours senator paul,1,1
the four spending bills sent to the senate which they voted against caused the govt.,1,1
"the jess supported obama, let them reap their rewards if israel falls to muslim factions then so be it.",1,1
mr lankford - please hold fast.,1,1
last night you should have been standing by your fellow republican not dinning with the president.,1,1
our country needs to change soon or there will be 75 percent more people on the welfare rolls and very few supporting everyone.,1,1
no more politicians mr rubio.,1,1
get your butt in washington and try something new and halt his agenda,1,1
"robert, please remain civil.",1,0
we bearly are making it and he wants to go on vaction (no) you lazy bumm,1,1
my personal answer no!,1,0
"there must be a rule somewhere that says a candidate who has amply demonstrated he does not support the constitutional conservative principles to represent the party in the presidential election may be rejected by a vote of the delegates, or maybe it could be proposed on the floor.",1,1
"thank-you senator mccain for your support of # lithuania, # latvia & # estonia!",1,1
"if obama is breaking the law then you, the people's representatives need to prosecute him!",1,0
"you see, senator graham often speaks of freedom but is quick to sell the freedoms of the americans he represents to the highest bidder.",1,1
he wants nothing better than to destroy this country,1,1
lets not forget that mr rand paul did vote yea on the nomination of john kerry,1,1
if we default it's his choice not anything that congress does or does not do.,1,1
run with it mia i'm with you!,1,0
"my god man, they're done enough to destroy conservative principals and u thought, what the hell, ill give them a 1,000th chance to stand for conservative principals.",1,1
"maybe in the future i would like to, but having the constitution will guarantee me an opportunity to own a firearm it is intended in the constitution.",1,1
how about across the board tax cuts?,1,1
non-support for the republican nominee is support for the dems.,1,0
we need economic recovery - that will only come with a serious re-evaluation of the aca and a balanced budget.,1,0
kagan's long-term associations with socialist and communist groups are mind-boggling.,1,1
i pray to everything that is good that trey gowdy be elected as president of this great country while im alive.,1,1
"ben sasse, you have no idea how many of us are totally with you on this.",1,0
"ted cruz is the man i heard first time when his rumnning senator / texas.i told my husband hr will make it all the way.how would i know he have the entigrity and honesty that he posses.and still is, ted show them the right way to get america back again.i believe!!!!",1,1
the republicans need to find candidates that will have a backbone and will stand up to the liberals.,1,1
oh wait obama is in control we are all screwed.,1,0
"marco, it would be great to see you to seek another us senate term in florida.",1,1
trey gowdy i find my self sending you this to either remind you are enlighten you to this provision of the law.,1,1
their sole intent seems to be smearing sen graham.,1,0
delay obamacare.,1,1
and crist is sorry just like the noles,1,1
leave obamacare to the side for now if that's what it takes.,1,0
"why, tom?",1,0
"congress better get it right, the country spoke and if you did not hear us we are fed up with a do nothing elected body.",1,0
and bad for our freedom and liberty and country in general.,1,0
holder needs some federal penitentiary time.,1,1
need to stop the inflow immediately and the fbi needs funding to ensure that the ones already here are investigated.,1,1
can we impeach this communist?,1,1
diane i csnt believe you still think the house shut down the country.,1,0
no new taxes we don't need an internet tax.,1,1
in other words he knows it is the lord who direct a mans steps.,1,0
"to proclaim that all conservative protests are peaceful, however, is untrue.",1,0
how do you stand with obamacare?,1,0
under this total disaster of a president and have done nothing to stop his lawlessness.,1,1
if our state constitution is so easily disregarded and done away with by the administration then we have no value in dc.,1,0
"we are paying for ss, so how about cutting wasteful military spending.",1,0
i would like to see some action on immediate concerns for oklahoma.,1,0
dear congressman meehan: your endorsement of paul mullen is indicative of everything that is wrong with the republican party today.,1,0
also with the number of rural districts in nebraska what can they expect with school choice?,1,0
"if you won't do your job, resign and let someone else uphold the oath to protect and defend the constitution.",1,1
"if obama becomes a dictator, there is no guarantee that the national guard will follow him.",1,0
i cant stand him,1,1
"welcome to republican party, party 1st, lobbyist 2nd.. america 3rd.",1,1
"the government is supposed to help with public funding, and when our tax dollars aren't going to our schools we are harming our future.",1,0
either they deal with them or we will deal with their nations in an absolutely harsh and final way.,1,1
marsha blackburn co-sponsored sopa and received 30 grand from the media industry lobbyists.http: / / en.wikipedia.org / wiki / stop _ online _ piracy _ act,1,1
stick another criminal act against obama and his crew.,1,1
thank the lord we have some one there with a brain and pride in this country!!,1,1
at least congressman gibson was a thoughtful conservative.,1,1
actually job number one of the federal government is to follow the laws of the constitution.,1,0
you either didn't read the bill or you just don't care that you are ruining our country!,1,1
you and mccain are out!,1,1
there are two types of republicans: an elite cadre known as rinos who are actually democrat-lite and tea party conservatives.,1,1
run mia.,1,1
so how is this aca being shoved down the american peoples throats when it is clearly unconstitutional to begin with?,1,1
betsy devos is under qualified for the position plain and simple.,1,1
"no cost of living in last two years, we do not want either cain or pol9quin i congress",1,1
thanks rand... you've got a lot of people backing you!,1,1
when the fbi does nothing there is no 'investigation' ~ read your own words.,1,1
they comeback and win it to tie it to 2-2 with the momentum heading home lee,1,1
"thanks, ted.",1,1
john mccain speaks: the world listens.,1,1
you need to support your republican party.,1,1
that he has decided to resign,1,0
praying for this country,1,0
i am a conservative with libertarian views of our country.,1,1
"for shame; c u next tuesday, murkowski!",1,1
congressman dave trott you would do well to read this and follow it's advice in the last paragraph.,1,1
that comment by the tennessee commissioner is worrisome.,1,0
then we're gonna get rid of bentley and all the rest of the rinos here.,1,1
god bless you and your efforts to do what is right.,1,0
only constitutional when the vote is your way huh rand?,1,1
with you thom,1,0
at least mccain wouldn't bankrupt our beloved country like what's his name is doing.,1,1
no more debt lindsey.,1,1
i don't think that the president feels he can get anything done with this administration.,1,0
tea party lackey... what 40 votes to repeal obama's care... not one jobs bill.... member of two of the most unproductive congress in history...,1,1
"thanks mike, do your best to influence your friend in the senate as well.",1,0
since there aren't (and obama's relative got a free pass) i'm going with deliberate sabatoge of conservative groups.,1,1
tell obama and boehner no.,1,1
watching you now senator scott.,1,1
speaker boehner is out of his league.,1,1
"take a stand ted, for once.",1,1
it is clear that the citizens of this country and especially those who live in the great state of texas have had it with political crap that comes out of dc.,1,1
this is what happens when you take impeachment off the table,1,1
when is my next town hall joe?,1,0
this time the republicans have attached planned parenthood to the repeal.,1,1
we need to stand with our true friends israel,1,1
"research beyond partisan news media, maybe some libertarian news outlets & you'll find more of the real truth",1,0
i want to know when and where mr. coffman will be holding town hall meetings during the august congressional break.,1,0
praying for a miracle.... he is able.,1,0
why do you blame republicans for everything? the pres.,1,0
he is a muslim and will set his people free!,1,1
"erica lee, hope you get your head out of the bias media, and faked poles....... unless you are living off the system, you should know better.... get off your barry phone and get a job!!!!!",1,1
the south will rise again!,1,1
we need more rand pauls in washington to stand up for us.,1,1
two words: rand paul,1,1
think i will move to sc so i can vote for tim scott!!,1,1
"sen. sasse, while i know absolutely nothing about you other than what i read in your letter, i am absolutely certain about one thing.",1,0
trey gowdy is a true american.,1,1
good for you bruce.,1,0
"or, as alipac put it, this is a ""traitor list with contact info and proof of amnesty stance""!",1,1
the voice of liberty and freedom cannot be stifled.,1,1
flat tax is easy on w-2 income.,1,1
"one of the many reasons i voted for you marco rubio, well said.",1,1
"congressmen coffman, i didn't vote for you even though i'm in your district.",1,1
"i don't understand how anyone thinks that asking our ""credit card"" companies (speaking hypothetically) to raise our limit is ever going to do anything but dig is deeper into debt.",1,1
hang in there mia this country needs you.,1,0
"yes, the government needs to pay them back",1,0
"well said mia, perhaps one day you will run for president, you would make an excellent first female president.",1,0
just following in the feds footsteps.,1,1
rand paul detained by tsa for refusing screening as too invasive.,1,1
we can be liberal and conservative and not tied to any 1 thing except for what is best for this country.,1,0
"senator, thanks for your efforts thus far to defund obamacare.",1,1
the large majority of the american people say no.,1,0
quit whining and do your job.,1,1
put god back in this country and see the amazing things he can do.,1,1
"my gut instinct, without looking up mr. amash's vote explanation, tells me the amendment was watered down, had intolerable riders, etc.",1,0
we need the president & hillary held accountable for benghazi,1,1
the lame ducks thought we were gonna go back to our napping after our temper tantrum in november and let them go back to ruining the country; we're not!,1,1
this is the stuff of king george and we all ought to be furious.,1,1
because he's in obama's pocket.,1,1
it is time to clean house of all career politicians.,1,1
"so rand, what are you doing to get the truth and convict the guilty?",1,1
"ok, but you do realize that obama does not have control of that yet, right?",1,0
why wont they impeach him they have more than anough reason,1,1
obama is a liberals liberal.,1,0
the tax code should fit on 3x5 note card.,1,1
try not sucking on romneys butt too much rand.,1,1
why on god's green earth is bro hood hood barry still doing in the wh.?,1,1
all these conservatives and not one brain.,1,1
keep standing on christ the solid rock james,1,0
it is no wonder that the american public is fed up with congress.,1,0
please reverse your opinion on betsy devos.,1,1
this president has done nothing but try to bankrupt this nation since he took office.,1,1
in they cr they can refuse to fund anything to do with obama's unconstitutional amnesty.,1,1
you better get the votes and forget about petty issues because we are beginning to think you people like the way things are.,1,1
attention congress: arrest and trial is what we want!!!!!!,1,1
no sir he has not.,1,0
need to audit the fed!,1,1
mr. president your contention that there has to be a tax hike in order for the economy to get better is stupid.,1,0
probably none!,1,0
"i pray he does what's best for our country, not put us deeper in debt.romney would have done this for us!",1,1
"every time there is a buget crisis like this, we give tax hikes in exchange for spending cuts.",1,1
a republican pulling an obama,1,1
"you should be more interested in sustainable, renewable energy jobs here in georgia.",1,0
he is a documented liar and a president with almost no accomplishments.,1,1
i like blaine but if this is true he lost my vote.,1,0
"good, maybe the senate will do something with the tsa",1,0
"steve, i may have missed anything you wrote about obamacare.",1,0
now start turning back the damage that the obama regime has done to this nation.,1,1
"lastly, mrs. devos is simply unqualified for this position.",1,1
"short of closing down the internet, stopping all international travel, locking everyone in their homes, bringing our military back from overseas to protect our own borders and dropping a nuclear weapon on the middle east, there is no solution.",1,1
i'd reconsider this response if i were in your position.,1,0
"this is not obama's debt, and you know that.",1,0
i am from ky (lived in sc two states ago) and am appalled that in the government funding bill mitch mcconnell put in 2 million for our state!,1,1
this administration has one goal and one goal only..... completion of a long running plan to destroy this nation..... from inside out.,1,1
"in short: if you want to express a serious, mature, and legally robust vision for a limited government, you're going to have to appeal to principles outside the constitution in order to do it.",1,1
"mr. mccain, i really think you need to choose sides.",1,1
a president who supports our constitution.,1,0
i hope sc voters continue to support you and keep you in washington so you can do good on behalf of all of us.,1,0
"yeah, and the republicans were such beacons of limited government and reduction of it's spending and forceful interference while they had total power for 6 years.",1,1
it simply amazes me that the gop think they will get the hispanic vote if they cave on amnesty!,1,0
residual effects of obamacare.,1,0
it's too late for you and the rest of you republicans who didn't step up because are so fearful of him cleaning house.,1,1
then the deal with terrorist iran.,1,1
there is so much more to do besides concentrating on obamacare.,1,0
"mr. gowdy, i hope you and others will pursue hitlary clinton and nail her hass to a jail cell.",1,1
"to be blunt, a sales tax cartel is bad news for tax policy and bad news for privacy.",1,1
"you, trey gowdy, are a great man and america is greatful for all you do for our citizens.",1,1
i hope all the ron paul supporters vote for gary johnson the libertarian candidate f * * * mitt romney for cheating.,1,0
and we wish you the very best when you replace him:)... you have the whole south end behind you its the gerrymandering that got you last time i believe.,1,0
"your word is trashed, you did it when you signed a promise to the republican parry to support the republican nominee.",1,1
"how about, dismantle the irs completely and go with a fair flat tax....",1,1
obama and the obama administration,1,0
big debt + bad dollar = no job growth.,1,1
"keep hammering them, lou!",1,1
very true tom!,1,0
"good thing you guys can have another commission that will do nothing, waste tax dollars, and delay action by more deliberation.",1,1
too bad prince harry stonewall reid will let it die!,1,1
bruce is helping veterans!,1,0
no obama care legalize marijuana!!!,1,1
"and no, ron paul won't be president.",1,1
at what point is congress going hold this administration accountable?,1,0
"you are fighting the good fight, mike.",1,1
gotta love rand paul!,1,1
"crashing the u.s. health care system was the original intent / agenda, tom.",1,1
"no need to answer that, rand!",1,1
time to send obama on a one way trip to prison... and repeal all of his executive orders and cancel all checks written to countries that do not like us... and a few that do like us but rather lay around and make babies instead of working for a living!,1,1
only god can change the climate... not obama who thinks he is a god.,1,1
remind me again why government spending is twice what it was when clinton was in office?,1,1
the deal should be stopped at all cost and kerry and obama should be tried for treason!,1,1
don't give into these liberal tactics we the people are behind you and help us get the rinos out of house and senate.,1,1
no politics involved.,1,0
"check out the snarky, libertarian version of the life of julia!",1,1
"hi vern, i feel it is largely symbolic, but yes i do think it should be repealed and replaced.",1,0
"however, disasters like solyndra and the continued crony capitalism around ng and solar i strongly oppose.",1,0
"from the ""expert"" himself regarding the fox interview.",1,1
override the veto next.,1,1
god bless you little guy,1,0
margaret thatcher was a great conservative and a fantastic lady.,1,1
"great job, now i'm asking you to come home a fix this mess that is i594!!!",1,1
obama fully understands that but that is not consistent with his socialist agenda.,1,0
i applaud obama for doing something to take care of god's earth!,1,0
please share wi all your republican and conservative counterparts up there martha.,1,1
time for congress to act before it is to late.,1,0
the problem with that is congress does absolutely nothing it was sent to washington to do.,1,0
"lead, follow or whine but for god's sake do something of benefit to those of us who aren't the koch brothers.",1,1
obama said raising the debt ceiling is a failure of leadership and he was right when he said it.,1,0
i could care less if congress has to sign up for obamacare.,1,0
impeachment would be a more effective approach.,1,0
"congressman buchanan, you will have more information than we will.",1,1
praying for wisdom and truth to be revealed in this leadership.,1,0
cruz and lee are demonstrating real guts and leadership.,1,1
all over the world christians have hope and pray long live america.,1,1
wake up america before its too late.... the enemy is in the white house!,1,1
this is a key vote for your heritage action conservative score.,1,1
i am not a liberal or conservative.,1,0
maybe the only way we can get rid of this federal choke hold is to start thinking about suceeding and starting all over with a constitution that does away with these life time appointments of these judges.,1,1
sure wish you were republican presidential nominee.,1,1
usa can survive default but we cannot survive o-care.,1,1
"however, will you please stand w / senator cruz and vote to defund obamacare?!",1,1
i second that from az go mia go.,1,1
"> > robert hayes ""the survey in nc says.",1,0
please reconsider your stance as you decide how you want your legacy to be remembered.,1,0
"they do what their told to do, by the ""emperor obama""",1,1
"yes, you should talk with the senate, you should have been doing that months before the shutdown to reconcile your two budgets.",1,1
"senators and congressmen - at least arrest him for fraud and treason, for assisting our enemies and destroying us from within.",1,1
"mr. mcconnell, you represent what is broken in washington and your stance is disgusting.",1,1
due to her part in the irs scandal.,1,1
rand paul supports fairtax.org,1,1
"it doubled under george w, the reagan bush era quadrupled the debt, where we the nay sayers then?",1,1
article one of the united states constitution gives the house of representatives the sole power of impeachment and the senate the sole power to try impeachments.,1,0
you mean exonerated by a jury of republican congressmen who were unaware obama transferred nsa oversight to congress because you were too busy prosecuting your numerous pseudo-patriotic witch hunts.,1,1
if marco rubio would have run with romney we would have won hands down.,1,1
the only threat we have is in washington d.c. if they engage in a war it is only to help the muslim brother hood.. wake up america,1,1
"this president should be impeached on a number of laws he broke, but nothing has happened yet, and probably won't.",1,1
raising the debt limit is like getting a new credit card to pay off your old one,1,1
go help rand paul who is filibustering brennan over the drones.,1,1
everyone needs to stand with cruz to try to defund it.,1,1
treason is punishable by impeachment and jail.,1,1
bush jr and obama took the stance that americans elected me and thats that.,1,1
he is a good speaker but i can't quite buy what he's selling.,1,0
"i oppose devos, and i'm a republican!",1,1
i'm ashamed of mo brooks everybody else that voted for boehner.,1,0
and thanks for listening to all of us from north carolina and our concerns!,1,0
congratulations bill may god bless you as you serve!,1,0
"senator mccain, i do not know if you ever read these replies, but if i may sir, there are two reasons you lost this past election.",1,1
"time is gone, ""said senate majority leader harry reid, who said he will not negotiate with the house gop anymore.",1,0
and now i have to get obamacare.,1,0
"not only drill here drill now, but cut some of the epa nonsense that is killing business.",1,1
"you want obamacare, the only one from idaho.",1,0
"round up muslim ""visitors"" in this country and send them home.",1,1
we true conservatives will remember how you voted today!,1,1
don't let them get away with the not answering the yes no questions.,1,0
how i wish obama could understand that!,1,0
prayer is part of the problem in this nation.,1,1
listening to the irs hearings!,1,0
great job johnny and bob!,1,0
impeach the whole crowd needs to go!!,1,1
big of you!!!!!!!!!!!,1,0
i urge you to listen to the people who allow you to serve us and reconsider.,1,0
senator john thune as one of the most powerful republican senators in the u.s.will find support in your home state to be shifting.,1,1
come on gowdy you noodles get a back bone and say hell no--you aint bringing here--the peole have spoke,1,1
impeachment proceedings must be brought against this president and his extremely inept administration.,1,1
"go ted cruz, if you don't know him he is a brilliant lawyer and debater who has argued before the supreme court 11 times, he shares many of the same positions that bruce does.",1,1
i agree james robertson,1,0
"maybe it's time for conservatives to play some offense, instead of letting obama constantly be on the offensive.",1,1
